Timestamp,Client_IP,Filename,Protocol,BitrateMbps
2025-06-13 04:10:08,127.0.0.1,Grb-240p.mp4,UDP,9.58
2025-06-13 04:10:36,127.0.0.1,Grb-240p.mp4,TCP,9.58
