Timestamp,Client_IP,Filename,Protocol,BitrateMbps
2025-06-13 06:03:33,127.0.0.1,Grb-240p.mp4,TCP,13.32
2025-06-13 06:03:45,127.0.0.1,Grb-240p.mp4,TCP,4.10
2025-06-13 06:04:16,127.0.0.1,Grb-360p.mp4,TCP,5.78
2025-06-13 06:04:54,127.0.0.1,Grb-360p.mkv,TCP,4.29
2025-06-13 06:05:11,127.0.0.1,Grb-240p.mp4,UDP,7.47
2025-06-13 06:05:47,127.0.0.1,Grb-240p.avi,UDP,9.67
2025-06-13 06:29:14,127.0.0.1,Grb-240p.mp4,TCP,12.21
2025-06-13 06:29:36,127.0.0.1,Grb-360p.mp4,UDP,4.48
